Player,Season,Mat,Inns,Batting Runs,SR,Ave,Country,Cum batting Ave,Cum battings Runs Total,Cum Inns Total,Cum SR,player_id,Overs,Bowling_Runs,Wkts,Econ,Cumulative Overs,Cumulative Wkts,Cumulative Runs,Cumulative Inns,Cumulative Econ,Dis,Ct,St,D/I
H Bharadwaj,2023/24,6,2.0,1.0,16.66,0.5,Singapore,0.5,1.0,2.0,16.66,2e89652e,21.0,144.0,4.0,6.85,21.0,4.0,144.0,6.0,24.0,2.0,2.0,0.0,0.3333333333333333
H Bharadwaj,2024,6,0.0,0.0,0.0,0.0,Singapore,0.5,1.0,2.0,8.33,2e89652e,24.0,90.0,14.0,3.75,45.0,18.0,234.0,12.0,19.5,2.0,2.0,0.0,0.16666666666666666
H Dandapani,2019,5,3.0,8.0,53.33,8.0,Finland,8.0,8.0,3.0,53.33,9960a421,15.0,90.0,5.0,6.0,15.0,5.0,90.0,5.0,18.0,1.0,1.0,0.0,0.2
H Dandapani,2021,2,0.0,0.0,0.0,0.0,Finland,8.0,8.0,3.0,26.67,9960a421,5.0,49.0,2.0,9.8,20.0,7.0,139.0,7.0,19.857142857142858,1.0,1.0,0.0,0.14285714285714285
H Dandapani,2024,1,1.0,17.0,89.47,17.0,Finland,10.25,25.0,4.0,47.6,9960a421,2.0,14.0,0.0,7.0,22.0,7.0,153.0,8.0,19.125,1.0,1.0,0.0,0.125
H Davids,2012/13,4,4.0,150.0,138.88,37.5,South Africa,37.5,150.0,4.0,138.88,9c9f8dbc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H Davids,2013,3,3.0,8.0,42.1,2.66,South Africa,22.57,158.0,7.0,90.49,9c9f8dbc,1.0,7.0,0.0,7.0,1.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0
H Davids,2013/14,2,2.0,3.0,42.85,1.5,South Africa,17.89,161.0,9.0,74.61,9c9f8dbc,1.0,6.0,1.0,6.0,2.0,1.0,13.0,2.0,6.5,0.0,0.0,0.0,0.0
H Fennell,2019/20,5,5.0,27.0,117.39,9.0,Argentina,9.0,27.0,5.0,117.39,0d38ab25,12.0,57.0,8.0,4.75,12.0,8.0,57.0,5.0,11.4,0.0,0.0,0.0,0.0
H Fennell,2021/22,6,1.0,0.0,0.0,0.0,Argentina,7.5,27.0,6.0,58.7,0d38ab25,18.5,139.0,11.0,7.38,30.5,19.0,196.0,11.0,17.818181818181817,1.0,1.0,0.0,0.09090909090909091
H Fennell,2022/23,6,4.0,15.0,75.0,5.0,Argentina,6.5,42.0,10.0,64.13,0d38ab25,23.2,184.0,10.0,7.88,53.7,29.0,380.0,17.0,22.352941176470587,2.0,2.0,0.0,0.11764705882352941
H Fennell,2023/24,2,1.0,0.0,0.0,0.0,Argentina,5.91,42.0,11.0,48.1,0d38ab25,7.0,13.0,3.0,1.85,60.7,32.0,393.0,19.0,20.68421052631579,2.0,2.0,0.0,0.10526315789473684
H Fennell,2024/25,1,0.0,0.0,0.0,0.0,Argentina,5.91,42.0,11.0,38.48,0d38ab25,4.0,22.0,0.0,5.5,64.7,32.0,415.0,20.0,20.75,3.0,3.0,0.0,0.15
H Gori,2019,5,5.0,179.0,142.06,35.8,Czech Republic,35.8,179.0,5.0,142.06,25261429,16.0,89.0,5.0,5.56,16.0,5.0,89.0,5.0,17.8,1.0,1.0,0.0,0.2
H Gori,2019/20,2,2.0,52.0,104.0,26.0,Czech Republic,33.0,231.0,7.0,123.03,25261429,7.0,44.0,3.0,6.28,23.0,8.0,133.0,7.0,19.0,2.0,2.0,0.0,0.2857142857142857
H Gori,2020,4,4.0,106.0,134.17,26.5,Czech Republic,30.64,337.0,11.0,126.74,25261429,12.0,85.0,3.0,7.08,35.0,11.0,218.0,11.0,19.818181818181817,3.0,3.0,0.0,0.2727272727272727
H Hajnic,2023,4,3.0,3.0,7.14,1.5,Croatia,1.5,3.0,3.0,7.14,bcac2e51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H Hiri,2015/16,2,2.0,2.0,40.0,1.0,Papua New Guinea,1.0,2.0,2.0,40.0,9dc3ea7e,1.0,5.0,0.0,5.0,1.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0
H Hiri,2019,3,2.0,7.0,70.0,3.5,Papua New Guinea,2.25,9.0,4.0,55.0,9dc3ea7e,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0
H Hiri,2021/22,1,1.0,8.0,53.33,8.0,Papua New Guinea,3.4,17.0,5.0,54.44,9dc3ea7e,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,5.0,1.0,1.0,0.0,0.16666666666666666
H Hiri,2023,10,7.0,145.0,143.56,29.0,Papua New Guinea,18.33,162.0,12.0,76.72,9dc3ea7e,6.0,20.0,3.0,3.33,7.0,3.0,25.0,5.0,5.0,4.0,4.0,0.0,0.25
H Hiri,2023/24,8,6.0,156.0,112.23,39.0,Papua New Guinea,25.22,318.0,18.0,83.82,9dc3ea7e,0.0,0.0,0.0,0.0,7.0,3.0,25.0,5.0,5.0,8.0,8.0,0.0,0.3333333333333333
H Hiri,2024,4,4.0,25.0,64.1,6.25,Papua New Guinea,21.77,343.0,22.0,80.54,9dc3ea7e,0.0,0.0,0.0,0.0,7.0,3.0,25.0,5.0,5.0,8.0,8.0,0.0,0.2857142857142857
H Isorena,2021/22,1,1.0,6.0,42.85,6.0,Philippines,6.0,6.0,1.0,42.85,243a2cf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H Isorena,2023,4,3.0,24.0,72.72,8.0,Philippines,7.5,30.0,4.0,57.79,243a2cf1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2
H Ivanov,2019/20,3,1.0,4.0,66.66,4.0,Bulgaria,4.0,4.0,1.0,66.66,58b5299f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.6666666666666666
H Ivanov,2020,3,1.0,7.0,63.63,7.0,Bulgaria,5.5,11.0,2.0,65.15,58b5299f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.6
H Ivanov,2020/21,2,2.0,28.0,127.27,14.0,Bulgaria,9.75,39.0,4.0,85.85,58b5299f,2.0,11.0,0.0,5.5,2.0,0.0,11.0,1.0,11.0,3.0,3.0,0.0,0.42857142857142855
H Ivanov,2021,5,4.0,8.0,66.66,2.66,Bulgaria,6.21,47.0,8.0,81.06,58b5299f,0.0,0.0,0.0,0.0,2.0,0.0,11.0,1.0,11.0,7.0,7.0,0.0,0.5833333333333334
H Klaasen,2017/18,3,3.0,92.0,191.66,30.66,South Africa,30.66,92.0,3.0,191.66,235c2bb6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.3333333333333333
H Klaasen,2018,1,1.0,18.0,112.5,18.0,South Africa,27.5,110.0,4.0,152.08,235c2bb6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.25
H Klaasen,2018/19,5,5.0,46.0,106.97,15.33,South Africa,20.74,156.0,9.0,137.04,235c2bb6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.8888888888888888
H Klaasen,2019/20,2,2.0,88.0,172.54,44.0,South Africa,24.97,244.0,11.0,145.92,235c2bb6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.7272727272727273
H Klaasen,2020/21,5,5.0,56.0,133.33,14.0,South Africa,21.54,300.0,16.0,143.4,235c2bb6,1.0,14.0,0.0,14.0,1.0,0.0,14.0,1.0,14.0,12.0,11.0,1.0,0.75
H Klaasen,2021,10,8.0,136.0,132.03,22.66,South Africa,21.91,436.0,24.0,141.51,235c2bb6,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,14.0,22.0,19.0,3.0,0.8461538461538461
H Klaasen,2021/22,2,1.0,13.0,100.0,13.0,South Africa,21.56,449.0,25.0,135.58,235c2bb6,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,14.0,24.0,21.0,3.0,0.8571428571428571
H Klaasen,2022,8,7.0,202.0,161.6,33.66,South Africa,24.2,651.0,32.0,138.83,235c2bb6,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,14.0,27.0,24.0,3.0,0.75
H Klaasen,2022/23,5,5.0,59.0,155.26,14.75,South Africa,22.93,710.0,37.0,140.65,235c2bb6,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,14.0,28.0,25.0,3.0,0.6829268292682927
H Klaasen,2023/24,2,2.0,12.0,120.0,6.0,South Africa,22.06,722.0,39.0,138.59,235c2bb6,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,14.0,28.0,25.0,3.0,0.6511627906976745
H Klaasen,2024,9,8.0,190.0,126.66,31.66,South Africa,23.69,912.0,47.0,137.5,235c2bb6,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,14.0,34.0,31.0,3.0,0.6538461538461539
H Klazinge,2023/24,6,3.0,1.0,25.0,1.0,Namibia,1.0,1.0,3.0,25.0,e6bf8162,15.0,92.0,10.0,6.13,15.0,10.0,92.0,5.0,18.4,1.0,1.0,0.0,0.16666666666666666
H Lakov,2019/20,3,3.0,65.0,104.83,21.66,Bulgaria,21.66,65.0,3.0,104.83,87a6f411,12.0,72.0,1.0,6.0,12.0,1.0,72.0,3.0,24.0,1.0,1.0,0.0,0.3333333333333333
H Lakov,2020,3,3.0,20.0,83.33,10.0,Bulgaria,15.83,85.0,6.0,94.08,87a6f411,8.0,79.0,1.0,9.87,20.0,2.0,151.0,5.0,30.2,1.0,1.0,0.0,0.2
H Lakov,2021,8,8.0,249.0,119.13,49.8,Bulgaria,35.24,334.0,14.0,102.43,87a6f411,27.5,186.0,10.0,6.68,47.5,12.0,337.0,13.0,25.923076923076923,2.0,2.0,0.0,0.15384615384615385
H Lakov,2021/22,4,4.0,165.0,100.0,55.0,Bulgaria,39.63,499.0,18.0,101.82,87a6f411,14.0,131.0,1.0,9.35,61.5,13.0,468.0,17.0,27.529411764705884,5.0,5.0,0.0,0.29411764705882354
H Lakov,2022,17,16.0,326.0,100.61,25.07,Bulgaria,32.78,825.0,34.0,101.58,87a6f411,68.0,521.0,19.0,7.66,129.5,32.0,989.0,34.0,29.08823529411765,17.0,17.0,0.0,0.5
H Lin Aung,2023,4,4.0,16.0,48.48,4.0,Myanmar,4.0,16.0,4.0,48.48,c343a8c6,16.0,109.0,4.0,6.81,16.0,4.0,109.0,4.0,27.25,1.0,1.0,0.0,0.25
H Lin Aung,2023/24,3,3.0,19.0,52.77,6.33,Myanmar,5.0,35.0,7.0,50.63,c343a8c6,8.0,42.0,3.0,5.25,24.0,7.0,151.0,7.0,21.571428571428573,2.0,2.0,0.0,0.2857142857142857
H Lin Aung,2024,6,6.0,37.0,50.0,6.16,Myanmar,5.53,72.0,13.0,50.42,c343a8c6,7.0,43.0,2.0,6.14,31.0,9.0,194.0,10.0,19.4,3.0,3.0,0.0,0.23076923076923078
H Lin Oo,2023,4,4.0,13.0,43.33,13.0,Myanmar,13.0,13.0,4.0,43.33,2e005bfd,6.0,57.0,2.0,9.5,6.0,2.0,57.0,3.0,19.0,2.0,2.0,0.0,0.5
H Lin Oo,2023/24,2,2.0,13.0,61.9,13.0,Myanmar,13.0,26.0,6.0,52.61,2e005bfd,1.0,12.0,0.0,12.0,7.0,2.0,69.0,4.0,17.25,2.0,2.0,0.0,0.3333333333333333
H Lin Oo,2024,6,4.0,15.0,62.5,5.0,Myanmar,9.8,41.0,10.0,55.91,2e005bfd,0.0,0.0,0.0,0.0,7.0,2.0,69.0,4.0,17.25,2.0,2.0,0.0,0.16666666666666666
H Masakadza,2006/07,1,1.0,35.0,145.83,35.0,Zimbabwe,35.0,35.0,1.0,145.83,31fbf891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
H Masakadza,2007/08,2,2.0,54.0,105.88,27.0,Zimbabwe,29.67,89.0,3.0,125.86,31fbf891,1.0,9.0,1.0,9.0,1.0,1.0,9.0,1.0,9.0,3.0,3.0,0.0,1.0
H Masakadza,2008/09,4,4.0,169.0,146.95,42.25,Zimbabwe,36.86,258.0,7.0,132.89,31fbf891,2.0,16.0,0.0,8.0,3.0,1.0,25.0,2.0,12.5,3.0,3.0,0.0,0.42857142857142855
H Masakadza,2009/10,1,1.0,44.0,77.19,44.0,Zimbabwe,37.75,302.0,8.0,118.96,31fbf891,0.0,0.0,0.0,0.0,3.0,1.0,25.0,2.0,12.5,3.0,3.0,0.0,0.375
H Masakadza,2010,4,4.0,27.0,72.97,6.75,Zimbabwe,27.42,329.0,12.0,109.76,31fbf891,0.0,0.0,0.0,0.0,3.0,1.0,25.0,2.0,12.5,5.0,5.0,0.0,0.4166666666666667
H Masakadza,2010/11,2,2.0,82.0,117.14,41.0,Zimbabwe,29.36,411.0,14.0,110.99,31fbf891,1.0,14.0,0.0,14.0,4.0,1.0,39.0,3.0,13.0,6.0,6.0,0.0,0.42857142857142855
H Masakadza,2011,2,2.0,15.0,83.33,7.5,Zimbabwe,26.63,426.0,16.0,107.04,31fbf891,2.0,22.0,0.0,11.0,6.0,1.0,61.0,4.0,15.25,7.0,7.0,0.0,0.4375
H Masakadza,2011/12,4,4.0,133.0,147.77,33.25,Zimbabwe,27.95,559.0,20.0,112.13,31fbf891,1.0,10.0,0.0,10.0,7.0,1.0,71.0,5.0,14.2,7.0,7.0,0.0,0.35
H Masakadza,2012/13,4,4.0,88.0,85.43,29.33,Zimbabwe,28.18,647.0,24.0,109.17,31fbf891,0.0,0.0,0.0,0.0,7.0,1.0,71.0,5.0,14.2,7.0,7.0,0.0,0.2916666666666667
H Masakadza,2013,4,4.0,120.0,118.81,30.0,Zimbabwe,28.44,767.0,28.0,110.13,31fbf891,2.0,11.0,1.0,5.5,9.0,2.0,82.0,7.0,11.714285714285714,7.0,7.0,0.0,0.25
H Masakadza,2013/14,3,3.0,66.0,100.0,22.0,Zimbabwe,27.82,833.0,31.0,109.21,31fbf891,3.0,31.0,0.0,10.33,12.0,2.0,113.0,9.0,12.555555555555555,8.0,8.0,0.0,0.25806451612903225
H Masakadza,2015,5,5.0,135.0,122.72,27.0,Zimbabwe,27.7,968.0,36.0,110.34,31fbf891,0.0,0.0,0.0,0.0,12.0,2.0,113.0,9.0,12.555555555555555,11.0,11.0,0.0,0.3055555555555556
H Masakadza,2015/16,11,11.0,395.0,136.2,39.5,Zimbabwe,30.46,1363.0,47.0,112.32,31fbf891,0.0,0.0,0.0,0.0,12.0,2.0,113.0,9.0,12.555555555555555,16.0,16.0,0.0,0.3404255319148936
H Masakadza,2016,3,3.0,50.0,104.16,16.66,Zimbabwe,29.64,1413.0,50.0,111.74,31fbf891,0.0,0.0,0.0,0.0,12.0,2.0,113.0,9.0,12.555555555555555,16.0,16.0,0.0,0.32
H Masakadza,2017/18,2,2.0,47.0,88.67,23.5,Zimbabwe,29.4,1460.0,52.0,110.2,31fbf891,0.0,0.0,0.0,0.0,12.0,2.0,113.0,9.0,12.555555555555555,16.0,16.0,0.0,0.3076923076923077
H Masakadza,2018,4,4.0,34.0,87.17,8.5,Zimbabwe,27.91,1494.0,56.0,108.76,31fbf891,0.0,0.0,0.0,0.0,12.0,2.0,113.0,9.0,12.555555555555555,17.0,17.0,0.0,0.30357142857142855
H Masakadza,2018/19,2,2.0,22.0,95.65,11.0,Zimbabwe,27.32,1516.0,58.0,107.99,31fbf891,0.0,0.0,0.0,0.0,12.0,2.0,113.0,9.0,12.555555555555555,20.0,20.0,0.0,0.3448275862068966
H Masakadza,2019,8,8.0,146.0,118.69,18.25,Zimbabwe,26.22,1662.0,66.0,108.59,31fbf891,0.0,0.0,0.0,0.0,12.0,2.0,113.0,9.0,12.555555555555555,25.0,25.0,0.0,0.3787878787878788
H McAleer,2024,5,5.0,54.0,72.0,10.8,Isle of Man,10.8,54.0,5.0,72.0,8b39d02a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0
H Niaz,2024,10,10.0,168.0,143.58,16.8,France,16.8,168.0,10.0,143.58,d0e2e8ea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.2
H Osinde,2008,3,1.0,2.0,28.57,2.0,Canada,2.0,2.0,1.0,28.57,2b8b75a0,11.0,54.0,4.0,4.9,11.0,4.0,54.0,3.0,18.0,3.0,3.0,0.0,1.0
H Osinde,2008/09,2,1.0,1.0,100.0,1.0,Canada,1.5,3.0,2.0,64.29,2b8b75a0,8.0,45.0,2.0,5.62,19.0,6.0,99.0,5.0,19.8,5.0,5.0,0.0,1.0
H Osinde,2009/10,1,0.0,0.0,0.0,0.0,Canada,1.5,3.0,2.0,42.86,2b8b75a0,1.0,13.0,0.0,13.0,20.0,6.0,112.0,6.0,18.666666666666668,6.0,6.0,0.0,1.0
H Osinde,2011/12,3,3.0,24.0,120.0,12.0,Canada,7.8,27.0,5.0,62.14,2b8b75a0,9.0,86.0,1.0,9.55,29.0,7.0,198.0,9.0,22.0,6.0,6.0,0.0,0.6666666666666666
H Osinde,2012/13,2,1.0,4.0,66.66,4.0,Canada,7.17,31.0,6.0,63.05,2b8b75a0,6.0,52.0,3.0,8.66,35.0,10.0,250.0,11.0,22.727272727272727,7.0,7.0,0.0,0.6363636363636364
H Patel,2009/10,4,4.0,128.0,118.51,42.66,Canada,42.66,128.0,4.0,118.51,c4ff0618,4.5,47.0,0.0,9.72,4.5,0.0,47.0,3.0,15.666666666666666,0.0,0.0,0.0,0.0
H Patel,2011/12,4,4.0,28.0,62.22,7.0,Canada,24.83,156.0,8.0,90.37,c4ff0618,1.0,13.0,0.0,13.0,5.5,0.0,60.0,4.0,15.0,1.0,1.0,0.0,0.125
H Patel,2012/13,2,2.0,64.0,100.0,32.0,Canada,26.26,220.0,10.0,93.58,c4ff0618,4.0,23.0,2.0,5.75,9.5,2.0,83.0,5.0,16.6,2.0,2.0,0.0,0.2
H Patel,2013/14,1,1.0,0.0,0.0,0.0,Canada,23.88,220.0,11.0,70.18,c4ff0618,0.0,0.0,0.0,0.0,9.5,2.0,83.0,5.0,16.6,3.0,3.0,0.0,0.2727272727272727
H Patel,2021/22,4,4.0,74.0,110.44,18.5,Canada,22.44,294.0,15.0,78.23,c4ff0618,2.0,14.0,0.0,7.0,11.5,2.0,97.0,6.0,16.166666666666668,3.0,3.0,0.0,0.2
H Pile,2024,2,1.0,2.0,33.33,2.0,Gibraltar,2.0,2.0,1.0,33.33,2f3b270e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H Pragji,2019,4,4.0,38.0,58.46,12.66,Botswana,12.66,38.0,4.0,58.46,e28327c6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H Rashid,2022,6,6.0,102.0,90.26,17.0,Eswatini,17.0,102.0,6.0,90.26,725c73f2,19.5,155.0,5.0,7.81,19.5,5.0,155.0,6.0,25.833333333333332,6.0,6.0,0.0,1.0
H Rashid,2022/23,7,7.0,67.0,87.01,13.4,Eswatini,15.06,169.0,13.0,88.64,725c73f2,17.0,137.0,4.0,8.05,36.5,9.0,292.0,11.0,26.545454545454547,6.0,6.0,0.0,0.5
H Rashid,2023,2,2.0,9.0,75.0,4.5,Eswatini,13.65,178.0,15.0,84.09,725c73f2,7.0,58.0,1.0,8.28,43.5,10.0,350.0,13.0,26.923076923076923,6.0,6.0,0.0,0.42857142857142855
H Rathod,2023,5,3.0,52.0,104.0,17.33,Qatar,17.33,52.0,3.0,104.0,1f943bef,12.0,74.0,6.0,6.16,12.0,6.0,74.0,5.0,14.8,2.0,2.0,0.0,0.4
H Rathod,2023/24,8,5.0,85.0,116.43,28.33,Qatar,24.21,137.0,8.0,110.22,1f943bef,27.1,175.0,14.0,6.44,39.1,20.0,249.0,13.0,19.153846153846153,2.0,2.0,0.0,0.15384615384615385
H Rathod,2024,4,4.0,38.0,108.57,38.0,Qatar,28.8,175.0,12.0,109.67,1f943bef,16.0,107.0,8.0,6.68,55.1,28.0,356.0,17.0,20.941176470588236,3.0,3.0,0.0,0.17647058823529413
H Satheedevi,2024,4,4.0,14.0,87.5,3.5,Croatia,3.5,14.0,4.0,87.5,a17a9548,11.0,127.0,3.0,11.54,11.0,3.0,127.0,4.0,31.75,2.0,2.0,0.0,0.5
H Singh,2019,7,6.0,117.0,114.7,39.0,Germany,39.0,117.0,6.0,114.7,8209da53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H Singh,2019/20,2,2.0,33.0,103.12,16.5,Germany,33.38,150.0,8.0,108.91,8209da53,1.0,16.0,0.0,16.0,1.0,0.0,16.0,1.0,16.0,0.0,0.0,0.0,0.0
H Singh,2021,8,8.0,176.0,134.35,25.14,Germany,29.26,326.0,16.0,117.39,8209da53,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,16.0,3.0,3.0,0.0,0.17647058823529413
H Singh,2021/22,6,6.0,49.0,108.88,9.8,Germany,23.95,375.0,22.0,115.26,8209da53,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,16.0,4.0,4.0,0.0,0.17391304347826086
H Singh,2023,9,6.0,90.0,115.38,15.0,Germany,22.03,465.0,28.0,115.29,8209da53,0.0,0.0,0.0,0.0,1.0,0.0,16.0,1.0,16.0,6.0,6.0,0.0,0.1875
H Singh,2024,4,4.0,154.0,155.55,51.33,Germany,25.7,619.0,32.0,122.0,8209da53,2.0,18.0,1.0,9.0,3.0,1.0,34.0,2.0,17.0,10.0,10.0,0.0,0.2777777777777778
H Srinivasan,2019,1,0.0,0.0,0.0,0.0,Germany,0.0,0.0,0.0,0.0,300bdcbb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0
H Srinivasan,2021,7,3.0,20.0,54.05,10.0,Germany,10.0,20.0,3.0,27.03,300bdcbb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,1.25
H Ssenyondo,2019,4,1.0,0.0,0.0,0.0,Uganda,0.0,0.0,1.0,0.0,2b7609f1,10.0,48.0,3.0,4.8,10.0,3.0,48.0,3.0,16.0,0.0,0.0,0.0,0.0
H Ssenyondo,2019/20,3,0.0,0.0,0.0,0.0,Uganda,0.0,0.0,1.0,0.0,2b7609f1,12.0,74.0,0.0,6.16,22.0,3.0,122.0,6.0,20.333333333333332,0.0,0.0,0.0,0.0
H Ssenyondo,2021,9,3.0,4.0,28.57,2.0,Uganda,1.5,4.0,4.0,9.52,2b7609f1,29.5,163.0,10.0,5.46,51.5,13.0,285.0,14.0,20.357142857142858,0.0,0.0,0.0,0.0
H Ssenyondo,2021/22,9,0.0,0.0,0.0,0.0,Uganda,1.5,4.0,4.0,7.14,2b7609f1,26.0,130.0,8.0,5.0,77.5,21.0,415.0,23.0,18.043478260869566,0.0,0.0,0.0,0.0
H Ssenyondo,2022,6,1.0,0.0,0.0,0.0,Uganda,1.2,4.0,5.0,5.71,2b7609f1,17.0,113.0,2.0,6.64,94.5,23.0,528.0,29.0,18.20689655172414,0.0,0.0,0.0,0.0
H Ssenyondo,2022/23,12,5.0,17.0,60.71,8.5,Uganda,4.85,21.0,10.0,14.88,2b7609f1,38.1,181.0,18.0,4.74,132.6,41.0,709.0,39.0,18.17948717948718,1.0,1.0,0.0,0.024390243902439025
H Ssenyondo,2023,20,3.0,1.0,50.0,0.33,Uganda,3.81,22.0,13.0,19.9,2b7609f1,73.4,425.0,27.0,5.76,206.0,68.0,1134.0,59.0,19.220338983050848,3.0,3.0,0.0,0.04918032786885246
H Ssenyondo,2023/24,14,3.0,1.0,25.0,0.5,Uganda,3.19,23.0,16.0,20.54,2b7609f1,48.0,237.0,26.0,4.93,254.0,94.0,1371.0,73.0,18.78082191780822,6.0,6.0,0.0,0.08
H Ssenyondo,2024,1,1.0,0.0,0.0,0.0,Uganda,3.0,23.0,17.0,18.25,2b7609f1,2.0,19.0,0.0,9.5,256.0,94.0,1390.0,74.0,18.783783783783782,6.0,6.0,0.0,0.07894736842105263
H Ssenyondo,2024/25,2,0.0,0.0,0.0,0.0,Uganda,3.0,23.0,17.0,16.43,2b7609f1,6.0,34.0,2.0,5.66,262.0,96.0,1424.0,76.0,18.736842105263158,7.0,7.0,0.0,0.08974358974358974
H Thaker,2019,1,1.0,11.0,122.22,11.0,Canada,11.0,11.0,1.0,122.22,c01d7726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H Thaker,2021/22,10,3.0,36.0,180.0,18.0,Canada,16.25,47.0,4.0,151.11,c01d7726,24.0,109.0,8.0,4.54,24.0,8.0,109.0,7.0,15.571428571428571,4.0,4.0,0.0,0.36363636363636365
H Thaker,2022/23,7,6.0,110.0,144.73,36.66,Canada,28.5,157.0,10.0,148.98,c01d7726,17.0,150.0,1.0,8.82,41.0,9.0,259.0,13.0,19.923076923076923,6.0,6.0,0.0,0.3333333333333333
H Thaker,2023/24,5,5.0,111.0,113.26,22.2,Canada,26.4,268.0,15.0,140.05,c01d7726,17.0,69.0,10.0,4.05,58.0,19.0,328.0,18.0,18.22222222222222,8.0,8.0,0.0,0.34782608695652173
H Thaker,2024,12,12.0,183.0,108.92,16.63,Canada,22.06,451.0,27.0,133.83,c01d7726,33.0,233.0,10.0,7.06,91.0,29.0,561.0,29.0,19.344827586206897,10.0,10.0,0.0,0.29411764705882354
H Upadhyay,2024,5,5.0,14.0,40.0,2.8,Mongolia,2.8,14.0,5.0,40.0,267cafb0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4
H Virdee,2023/24,1,1.0,1.0,100.0,1.0,Luxembourg,1.0,1.0,1.0,100.0,38952986,2.0,26.0,1.0,13.0,2.0,1.0,26.0,1.0,26.0,1.0,1.0,0.0,1.0
HA Chohan,2021/22,9,8.0,56.0,155.55,8.0,Tanzania,8.0,56.0,8.0,155.55,847b4bdd,22.0,136.0,6.0,6.18,22.0,6.0,136.0,7.0,19.428571428571427,1.0,1.0,0.0,0.1111111111111111
HA Chohan,2022,5,4.0,16.0,200.0,8.0,Tanzania,8.0,72.0,12.0,177.78,847b4bdd,18.0,112.0,6.0,6.22,40.0,12.0,248.0,12.0,20.666666666666668,1.0,1.0,0.0,0.07142857142857142
HA Chohan,2022/23,9,3.0,13.0,130.0,6.5,Tanzania,7.7,85.0,15.0,161.85,847b4bdd,23.0,141.0,8.0,6.13,63.0,20.0,389.0,21.0,18.523809523809526,2.0,2.0,0.0,0.08695652173913043
HA Chohan,2023/24,4,3.0,9.0,60.0,9.0,Tanzania,7.92,94.0,18.0,136.39,847b4bdd,12.0,96.0,3.0,8.0,75.0,23.0,485.0,25.0,19.4,2.0,2.0,0.0,0.07407407407407407
HA Chohan,2024,5,2.0,29.0,223.07,29.0,Tanzania,10.03,123.0,20.0,153.72,847b4bdd,14.0,62.0,9.0,4.42,89.0,32.0,547.0,30.0,18.233333333333334,2.0,2.0,0.0,0.0625
HA Jackson,2021,4,4.0,17.0,60.71,5.66,France,5.66,17.0,4.0,60.71,ee40679e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0
